"Day","Date","League","Type","Acton.s.Nightmare","Caer.Blaidd..Wolfpack.s.Den","Death.and.Taxes","Hall.of.Grandmasters","Hallowed.Ground","Maelstr√.m.of.Chaos","Mao.Kun","Oba.s.Cursed.Trove","Olmec.s.Sanctum","Pillars.of.Arun","Poorjoy.s.Asylum","The.Coward.s.Trial","The.Putrid.Cloister","The.Twilight.Temple","The.Vinktar.Square","Vaults.of.Atziri","Whakawairua.Tuahu","The.Beachhead_T10","The.Beachhead_T15","The.Perandus.Manor","Doryani.s.Machinarium","The.Beachhead_T5","Altered.Distant.Memory","Augmented.Distant.Memory","Cortex","Rewritten.Distant.Memory","The.Beachhead","Twisted.Distant.Memory"
93,"2017-11-04","Harbinger HC","UniqueMap",1.99078,2.80392,1,0.63745,1.89824,1.94039,9.15882,2,1.47078,NA,4.11353,6.18471,36.84627,NA,0,3.26804,0.94569,18.57176,30.32098,221.70941,NA,16.09275,NA,NA,NA,NA,NA,NA
94,"2017-11-05","Harbinger HC","UniqueMap",1.9906,2.5376,1,0.6352,1.9988,1.1176,8.1332,2.1036,1.8926,NA,4.8692,5.5324,48.7052,NA,0,3,0.9876,18.5176,34.617,221.0952,NA,12.879,NA,NA,NA,NA,NA,NA
95,"2017-11-06","Harbinger HC","UniqueMap",2,2.2402,0.99353,0.58686,1.29706,1.43412,7.83353,2,1.98882,NA,5,5.14706,47.32451,NA,0,3,0.96882,18.23333,36.20392,215.63,NA,18.04647,NA,NA,NA,NA,NA,NA
96,"2017-11-07","Harbinger HC","UniqueMap",2,2,0.9906,0.4766,1,1.8988,7.1898,2,1.9464,NA,4.927,5.5976,48.782,NA,0,3,0.989,18.3612,35.6642,212.9478,NA,22.05,NA,NA,NA,NA,NA,NA
97,"2017-11-08","Harbinger HC","UniqueMap",2,2,1,0.4558,1.0206,2,7.4968,2,1.9242,NA,5,5.054,48.8786,NA,0,2.9404,1,18.7074,38.9776,213.7228,NA,22.49,NA,NA,NA,NA,NA,NA
98,"2017-11-09","Harbinger HC","UniqueMap",2,2,1,0.4449,1.0349,2,8.30098,2.29569,2,NA,4.98235,5,48.38,NA,0,2.84353,0.98392,18.84627,35.56549,255.44608,NA,29.13902,NA,NA,NA,NA,NA,NA
99,"2017-11-10","Harbinger HC","UniqueMap",2,2,1,0.50179,1.08974,1.99949,8.05103,2.5741,1.59744,NA,4.97564,5,46.02179,NA,0,2.97103,0.86846,18.51154,29.45077,261.3,NA,41.44846,NA,NA,NA,NA,NA,NA
100,"2017-11-11","Harbinger HC","UniqueMap",2.39237,1.99289,1,0.49868,1,1.99316,8.14921,2.4,1,NA,4.83158,5,48.99158,NA,0,3.03895,0.94763,19.15158,21.02158,323.87222,NA,41.41684,NA,NA,NA,NA,NA,NA
101,"2017-11-12","Harbinger HC","UniqueMap",3.17641,2.19974,1,0.57128,1,2,8.25128,2.35487,1.12462,NA,5,5,48.59128,NA,0,3.32128,0.99154,23.20359,27.70821,256.52154,NA,41.89744,NA,NA,NA,NA,NA,NA
102,"2017-11-13","Harbinger HC","UniqueMap",4.12,2.58462,1,0.48513,0.97128,2,8.11462,2.16154,1.37692,NA,5,4.95513,49.12128,NA,0,3.50513,0.97282,25.51487,24.30872,102.14564,NA,51.454,NA,NA,NA,NA,NA,NA
103,"2017-11-14","Harbinger HC","UniqueMap",3.53026,3.06154,1.17872,0.93513,1.1,2,8.74231,2.19692,1.88333,NA,5,3.82897,44,NA,0,3.12231,0.94462,17.37385,24.21179,102.36513,NA,0,NA,NA,NA,NA,NA,NA
104,"2017-11-15","Harbinger HC","UniqueMap",3.53026,3,1.03154,0.95,1.41385,2,8.50179,2.24,2,NA,4.48359,3.57692,0,NA,0,3.41179,0.96,17.44308,24.44333,102.64513,NA,0,NA,NA,NA,NA,NA,NA
105,"2017-11-16","Harbinger HC","UniqueMap",1.85641,3,1.08077,0.99359,1.36667,2,8.6259,2.14769,1.39821,NA,4.81333,2.48513,0,NA,0,3.1859,0.95923,13.94462,28.4,103.17487,NA,0,NA,NA,NA,NA,NA,NA
106,"2017-11-17","Harbinger HC","UniqueMap",1.22564,3,1.05641,1,1.37974,1.56923,9.09231,2.18462,1,NA,4.89462,2.65282,0,NA,0,3.06026,0.98769,14.67949,34.23179,102.84974,NA,0,NA,NA,NA,NA,NA,NA
107,"2017-11-18","Harbinger HC","UniqueMap",1.10872,3,1,0.99923,1.24154,1.37231,9,2.19872,1,NA,4.52718,2.49385,0,NA,0,2.90462,1,15.20205,34.96256,104.46308,NA,0,NA,NA,NA,NA,NA,NA
108,"2017-11-19","Harbinger HC","UniqueMap",4.88769,3,0.98282,0.94179,1.29231,1.38077,9,2.29615,1,NA,4.66051,2.50538,0,NA,0,2.86,0.9959,14.55385,34.07385,184.308,NA,25,NA,NA,NA,NA,NA,NA
109,"2017-11-20","Harbinger HC","UniqueMap",1,3,1,1,1.46128,1.50179,9,2.61538,1,NA,4.76154,2.92179,0,NA,0,2.98205,1,16.95308,34.09436,318.14308,NA,25,NA,NA,NA,NA,NA,NA
110,"2017-11-21","Harbinger HC","UniqueMap",1,3,1,0.967,1.62175,1.44,13,5.2625,1,NA,4.57,3.8425,54.02333,NA,0,3.1105,1,26,34.886,323.3475,NA,0,NA,NA,NA,NA,NA,NA
111,"2017-11-22","Harbinger HC","UniqueMap",1,3,1,0.98538,1.73821,1.50769,12.35385,5.13077,1,NA,4.60385,3.64051,54.54385,NA,0,3.46821,1,16.95769,38.05641,332.41385,NA,18.47619,NA,NA,NA,NA,NA,NA
112,"2017-11-23","Harbinger HC","UniqueMap",1,3,1,0.89795,1.75769,1.62231,9.25179,5,1.28872,NA,4.48538,3.08103,54.53,NA,0,3.00436,1,16.06,37.79615,350,NA,0,NA,NA,NA,NA,NA,NA
113,"2017-11-24","Harbinger HC","UniqueMap",1,3,1,0.78692,1.53,1.67923,9.29615,5,1.63487,NA,4.13897,3.05,55.56872,NA,0,3.47385,1.09436,16.03872,21.70333,350,NA,0,NA,NA,NA,NA,NA,NA
114,"2017-11-25","Harbinger HC","UniqueMap",1,3,1,0.75231,1.64,1.5,9.22846,5,1.49641,NA,4.59615,3.05,57.72538,NA,0,4,1.34103,16.1559,15.01487,350,NA,0,NA,NA,NA,NA,NA,NA
115,"2017-11-26","Harbinger HC","UniqueMap",2.18421,2.97897,1,0.78667,2.55667,1.34692,9.34692,5,1.43077,NA,4.51692,3.26077,58.17846,NA,0,4,1.3059,16.33846,15.37308,350,NA,0,NA,NA,NA,NA,NA,NA
116,"2017-11-27","Harbinger HC","UniqueMap",4.44846,3,1,0.58692,3,1.33308,8.64103,4.8359,1.36,NA,3.0941,2.23436,57.14846,NA,0,4,1.76333,22.96154,17.03231,0,NA,0,NA,NA,NA,NA,NA,NA
117,"2017-11-28","Harbinger HC","UniqueMap",1.22,3.12564,1.38154,0.54897,3.19026,1.23103,8.18718,5,1.58051,NA,2.38,2.22,57.492,NA,0,4,1.80846,24,18.97385,0,NA,0,NA,NA,NA,NA,NA,NA
118,"2017-11-29","Harbinger HC","UniqueMap",1.3,4.13282,1.97974,0.53641,3.35,0.68538,6.89744,3.77949,2.32256,NA,2.38,3.05333,0,NA,0,4,1.59,20.04103,16.90385,0,NA,0,NA,NA,NA,NA,NA,NA
119,"2017-11-30","Harbinger HC","UniqueMap",1.33667,5.12,2.32051,0.71128,5.38846,0.66231,6.63,3,2.01205,NA,2.40667,6.15487,0,NA,0,4,1.41923,16,16.80026,0,NA,0,NA,NA,NA,NA,NA,NA
120,"2017-12-01","Harbinger HC","UniqueMap",1.30333,5.72923,2.41359,1.16846,5.58462,0.64667,6,3,2,NA,3.10795,7,0,NA,0,4,0.82436,16,28.0441,0,NA,25,NA,NA,NA,NA,NA,NA
121,"2017-12-02","Harbinger HC","UniqueMap",1.35231,5.06872,2.33179,4.37128,3.64205,0.83282,5.37487,3,2.13385,NA,3.72974,7,0,NA,0,4.47,1.00667,15.59077,33.55846,0,NA,0,NA,NA,NA,NA,NA,NA
122,"2017-12-03","Harbinger HC","UniqueMap",1.35,4.35692,2.23385,2.18179,3,0.95667,4.93179,3,1.91795,NA,3.92,6.62923,0,NA,0,4.152,1.21564,15.2,33.10205,0,NA,0,NA,NA,NA,NA,NA,NA
123,"2017-12-04","Harbinger HC","UniqueMap",1.68286,3.912,2.23,1.2,3,1.058,4.97943,3,1.2,NA,6.74914,5.20971,0,NA,0,3,2.912,15.52343,38.946,0,NA,0,NA,NA,NA,NA,NA,NA
1,"2018-08-03","Incursion Flashback HC","UniqueMap",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2,"2018-08-04","Incursion Flashback HC","UniqueMap",18.4,6,20,0,0,5,15,20,20,9.2,10.2,10,35,0,0,3,4.2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA
3,"2018-08-05","Incursion Flashback HC","UniqueMap",7,4.32,15,10,5.7,5,10.82,9,5,2.98,5.83,7.21,35,0,0,5.47,3.32,NA,0,120,NA,NA,NA,NA,NA,NA,NA,NA
4,"2018-08-06","Incursion Flashback HC","UniqueMap",5,4.00964,13.75214,10,5,4,8.31,8,4,4,6,5,29.1,20,0,7.31,3.76,NA,0,85.6,NA,NA,NA,NA,NA,NA,NA,NA
5,"2018-08-07","Incursion Flashback HC","UniqueMap",4.65,3.57,6,10,5,4,8.8,5.28133,3.6414,5,5.496,5,20.1,28.21,0,6.5,3.74,NA,0,72.85,NA,NA,NA,NA,NA,NA,NA,NA
6,"2018-08-08","Incursion Flashback HC","UniqueMap",4.71,4,6,7.39333,5.59,3.5925,8,5,3.6364,5,5,4.92,18.2,23.39,0,6.52,3,NA,0,46,NA,NA,NA,NA,NA,NA,NA,NA
7,"2018-08-09","Incursion Flashback HC","UniqueMap",4.47,3,5,6.46,7,3,8,5,3.74,4.49,8.5825,4.89,18.8475,24.8,18,5.991,3,NA,0,33.498,NA,NA,NA,NA,NA,NA,NA,NA
8,"2018-08-10","Incursion Flashback HC","UniqueMap",4.24,4,5,3.22,5,3,8,4.34,3,4,8.37765,4,22.3,20.737,18,4.93,2.50385,NA,91,32.23,NA,NA,NA,NA,NA,NA,NA,NA
9,"2018-08-11","Incursion Flashback HC","UniqueMap",4.69,3.59981,5,3.146,5,3,7.33438,4,3,4,8.71,4,31,18,20,3.46,2.75,NA,91,35,NA,NA,NA,NA,NA,NA,NA,NA
10,"2018-08-12","Incursion Flashback HC","UniqueMap",5,3,5.36,3,5,3,7.26,4,3,3.1,8.19,4,40,18,20,4.12632,3,NA,92.23,40,NA,NA,NA,NA,NA,NA,NA,NA
11,"2018-08-13","Incursion Flashback HC","UniqueMap",5,3.56,6,3,4,3,8,4.60895,3,3,8.91,4,30,15.88,20,4,3,NA,84.04,40,NA,NA,NA,NA,NA,NA,NA,NA
12,"2018-08-14","Incursion Flashback HC","UniqueMap",4.45,3.54,6,3,4.1,3,8,5,3,3,8.55,5,30,15.21,20,4,3,NA,84.04,38.09,NA,NA,NA,NA,NA,NA,NA,NA
13,"2018-08-15","Incursion Flashback HC","UniqueMap",4.17,3,6,3,4.05,3,7,5,3,3,8.61,5,30.47,15.21,20,4,2.96542,NA,100,37.81,NA,NA,NA,NA,NA,NA,NA,NA
14,"2018-08-16","Incursion Flashback HC","UniqueMap",4.28,3,6,3,4.74,3,7,4.97417,3,3,7,5,30.47,25.32,20,4,2.41,NA,100,38.43,NA,NA,NA,NA,NA,NA,NA,NA
15,"2018-08-17","Incursion Flashback HC","UniqueMap",4,3,5.2,3.05,4.84,1.76,7,5,3,3,7,5.02,30,23.41333,20,4,2.35,NA,111.81,40,NA,NA,NA,NA,NA,NA,NA,NA
16,"2018-08-18","Incursion Flashback HC","UniqueMap",4,3,5.65,3.17,3.73,3,7,5,3,3,7,5.39,30,37.545,0,4,2.78,NA,202.5,40,NA,NA,NA,NA,NA,NA,NA,NA
17,"2018-08-19","Incursion Flashback HC","UniqueMap",4,3,4.18,3.85,3.55,3,7,5.12404,3,3,8,5.72,30,35,0,4,2.31,NA,206.05,119.34,NA,NA,NA,NA,NA,NA,NA,NA
18,"2018-08-20","Incursion Flashback HC","UniqueMap",4,3,4.34,3.34,3.46,2.9,7,5.63,3,3,7,5.63,33,30,0,4.92,2,NA,0,89.31,NA,NA,NA,NA,NA,NA,NA,NA
19,"2018-08-21","Incursion Flashback HC","UniqueMap",4,3,3.92,3.35,3.36,3,7.33,5,3,3,7,6,32.09,30,0,5,2,NA,0,89.4,NA,NA,NA,NA,NA,NA,NA,NA
20,"2018-08-22","Incursion Flashback HC","UniqueMap",4,2.97,3.85,3,3.24,3,8,4.34,3,3,7,6.22,34.46,26.591,0,5,1.97,NA,0,128.72,NA,NA,NA,NA,NA,NA,NA,NA
21,"2018-08-23","Incursion Flashback HC","UniqueMap",3.99583,2,3.99,3,3.24,2.57,8,3.07,3,3,7,6.99,37.97,26.54,15,5,1.94,NA,0,128.72,NA,NA,NA,NA,NA,NA,NA,NA
22,"2018-08-24","Incursion Flashback HC","UniqueMap",3.686,2,3.99,3,3.24,2.39,8,2.99,3,3,7,6.91,37.97,21.54,15,5,1.93,NA,0,91.8,NA,NA,NA,NA,NA,NA,NA,NA
23,"2018-08-25","Incursion Flashback HC","UniqueMap",3.73,2,3.85,3,5,2,8,2.91,3,3,7,6,47.75,22.1,15,5,1.9,NA,0,97.2265,NA,NA,NA,NA,NA,NA,NA,NA
24,"2018-08-26","Incursion Flashback HC","UniqueMap",3.38,2,2.09,1.95,0,2,8,2.61,3,3,7,7,41,21.07,15,5,2.1,NA,0,89.66,NA,NA,NA,NA,NA,NA,NA,NA
25,"2018-08-27","Incursion Flashback HC","UniqueMap",2.45,2,1.91,1.93,0,2,5.16,2.48,3,3,8.78,7,40,21.07,15,1.79,2.06,NA,0,141.8275,NA,NA,NA,NA,NA,NA,NA,NA
26,"2018-08-28","Incursion Flashback HC","UniqueMap",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA
1,"2018-06-01","Incursion HC","UniqueMap",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,NA,NA,NA,NA,NA,NA,NA,NA
2,"2018-06-02","Incursion HC","UniqueMap",0,5,0,0,0,7,8.19,15.5,0,7,7,7.06,43,7,0,0,2.59,0,0,19.39,NA,NA,NA,NA,NA,NA,NA,NA
3,"2018-06-03","Incursion HC","UniqueMap",12.59,7.33,10,14,8,5.2,6.31,10,9.7,4.1,7,6.42,30.2,18,0,8.4,3.93667,0,0,12.99077,NA,NA,NA,NA,NA,NA,NA,NA
4,"2018-06-04","Incursion HC","UniqueMap",8.62,7,8,8,6.01429,4,7,10,7,5,8.98,5.48,24.57,18,0,7,3,0,0,15.8,NA,NA,NA,NA,NA,NA,NA,NA
5,"2018-06-05","Incursion HC","UniqueMap",7,6,6,4.42,5,4,7,10,5,3,7.22875,6,24.48,15.5,12,5,2.9,0,0,35,NA,NA,NA,NA,NA,NA,NA,NA
6,"2018-06-06","Incursion HC","UniqueMap",7,4,4,3,4.99675,4,6.60286,10,5,2,7,6,20,25,13,5.39,2.96449,0,111,23.93563,NA,NA,NA,NA,NA,NA,NA,NA
7,"2018-06-07","Incursion HC","UniqueMap",6,3,3.76,2,4,3,10,10.38,3.41,2,7,6,21.98,20,9,7,3,0,111,23.30375,NA,NA,NA,NA,NA,NA,NA,NA
8,"2018-06-08","Incursion HC","UniqueMap",6,3,3,2,4,4,10.22429,10,3,2,7.89,5,23,22.51,9,6.09263,2,0,110.1,30.47,NA,NA,NA,NA,NA,NA,NA,NA
9,"2018-06-09","Incursion HC","UniqueMap",5,3,3.11,2,4,3.63417,11.33571,10,3,2,9,5,23.3,23.86,0,6,2,0,101.1,31.93,NA,NA,NA,NA,NA,NA,NA,NA
10,"2018-06-10","Incursion HC","UniqueMap",6.07,3,3,2,4,3.99797,12.87409,9,3,2,9,6,23.95,25,0,6,2,0,85,32.7125,NA,NA,NA,NA,NA,NA,NA,NA
11,"2018-06-11","Incursion HC","UniqueMap",6.34,3,3,2,4,4,13,10,3,2.3051,9,6.12767,23,24.1,50.43,5.52,2,0,80,35,NA,NA,NA,NA,NA,NA,NA,NA
12,"2018-06-12","Incursion HC","UniqueMap",6.00526,3,3,2,4,3.25,11,10,3,3,10,7,24.4,24.29,25.5,6.99022,2,200,0,44,NA,NA,NA,NA,NA,NA,NA,NA
13,"2018-06-13","Incursion HC","UniqueMap",6.58059,3,3,2,4,3,11,9.60429,3,3,12,7,29.05,25,24.1,7,2,100,0,36.812,NA,NA,NA,NA,NA,NA,NA,NA
14,"2018-06-14","Incursion HC","UniqueMap",7,3,3,2,4,3,11.97,9.76,3,2,11,7,30,24,11.33,6,2,75,150,33.63095,NA,NA,NA,NA,NA,NA,NA,NA
15,"2018-06-15","Incursion HC","UniqueMap",6.986,2.98531,3.36,2,4,3,12,9,3,2,9.3302,6.13265,28,20.86,14.48,6,2,49.1,130,34.48,NA,NA,NA,NA,NA,NA,NA,NA
16,"2018-06-16","Incursion HC","UniqueMap",6,2.43041,3.36947,2,5,3,12,9,3,2,9,6,35,20,12,6,2,45.5,99,34.341,NA,NA,NA,NA,NA,NA,NA,NA
17,"2018-06-17","Incursion HC","UniqueMap",6,3,4,1,5,3,12,9,3,2,10,7,32.13,20,22,6,2,31.5,101,39,NA,NA,NA,NA,NA,NA,NA,NA
18,"2018-06-18","Incursion HC","UniqueMap",6,3,4,1,4.65,3,12,9,3,2,10,7,34,19.65,30.4,6,2,30,102,39,NA,NA,NA,NA,NA,NA,NA,NA
19,"2018-06-19","Incursion HC","UniqueMap",5.93,3,4,1.09,5,3,12,9,3,2,9.70041,7,30.19,20.65,14.8,6,2,0,105,39,NA,NA,NA,NA,NA,NA,NA,NA
20,"2018-06-20","Incursion HC","UniqueMap",6,3,3.21,2,5,3,12,9,3,2,8.2251,6,33.33,27.36,14.64,6,2,0,86.45,39.55,NA,NA,NA,NA,NA,NA,NA,NA
21,"2018-06-21","Incursion HC","UniqueMap",5,3,3,2,4.85,2.68,11.26,8,3,2,8,6,35,26.58,5.2,6,2,0,87.34,40,NA,NA,NA,NA,NA,NA,NA,NA
22,"2018-06-22","Incursion HC","UniqueMap",5,2.89,3,1.84,4.9651,2,12,8,2,2,8,5,35,24.88,15,6,2,0,91.52,40.55,NA,NA,NA,NA,NA,NA,NA,NA
23,"2018-06-23","Incursion HC","UniqueMap",5,2.8451,3,1.95,4,2,12,8,2,1.9751,8.81612,5,37,22.11821,14,6,2,0,73.495,40.85,NA,NA,NA,NA,NA,NA,NA,NA
24,"2018-06-24","Incursion HC","UniqueMap",5,3,3,1.95,4,2.7102,13,8,2,2,8.98,6,36,22,14.31,6,2,0,66.54063,54.09,NA,NA,NA,NA,NA,NA,NA,NA
25,"2018-06-25","Incursion HC","UniqueMap",5,2.20408,3,1.9451,4,2,12.5085,8,2,1.99,9,6,34.36,19.92,13,6,2,0,60.51,59.13533,NA,NA,NA,NA,NA,NA,NA,NA
26,"2018-06-26","Incursion HC","UniqueMap",5,2,3,1.97,4,2,13,7,2,1.4,10,6,30,18.04,12,6,2,0,61.04167,45.23,NA,NA,NA,NA,NA,NA,NA,NA
27,"2018-06-27","Incursion HC","UniqueMap",5.73429,2,3,1.95,4,2,12.26323,7,2,1.5602,10,6,37,17.05,11,6,2,0,59.99,60,NA,NA,NA,NA,NA,NA,NA,NA
28,"2018-06-28","Incursion HC","UniqueMap",5.64884,2,3,1.87,3,2,13.75,7,2,1.8551,9,5.00865,37.71,17.72,10.8,6,2,0,82.72214,63.2104,NA,NA,NA,NA,NA,NA,NA,NA
29,"2018-06-29","Incursion HC","UniqueMap",5.92,2,3,1.18,3.7001,2,14,7,2,1.5,9,5,36.47,18,12.24,6,1.16,0,72.05,65,NA,NA,NA,NA,NA,NA,NA,NA
30,"2018-06-30","Incursion HC","UniqueMap",5.79,2,3,1.4,3.97,2,13.7475,7,2,1.79,8,5,37,19.3,11.45,6,2,0,58.08,65,NA,NA,NA,NA,NA,NA,NA,NA
31,"2018-07-01","Incursion HC","UniqueMap",6,2,3.60959,1.28,4,2,14,7,2,1.8,8,6,43.97733,19.406,13.23,6,2,0,58.08,69.05,NA,NA,NA,NA,NA,NA,NA,NA
32,"2018-07-02","Incursion HC","UniqueMap",6,2,4,1,4,1.96,13.02,7,2,2,8.72,6.64,45,19.94674,10.48,6,2,0,51.92,68.57,NA,NA,NA,NA,NA,NA,NA,NA
33,"2018-07-03","Incursion HC","UniqueMap",5.45,2,3,1,3,2,12.58,7,2,2,10,6,44.832,18.93,11.45,5.56,1,0,119.22,80,NA,NA,NA,NA,NA,NA,NA,NA
34,"2018-07-04","Incursion HC","UniqueMap",5,2,3,1.25289,4,2,12,7,2,1.24,10,6,38,18,11.47,6,1,0,108.094,79.57,NA,NA,NA,NA,NA,NA,NA,NA
35,"2018-07-05","Incursion HC","UniqueMap",5,2,3,1.08,4,2,12,6,2,2,10,6,39.12,19.17,12.04,6,1,0,105.6175,85,NA,NA,NA,NA,NA,NA,NA,NA
36,"2018-07-06","Incursion HC","UniqueMap",5,2,3,2,3.58,2,12,6.06612,2,2,10,6,40,20,13.09,6,1,0,92.18,85.48,NA,NA,NA,NA,NA,NA,NA,NA
37,"2018-07-07","Incursion HC","UniqueMap",4,2,3,1.42,3,1.6,13.23,7,2,2,11.15,6,39.28,19.8625,13.33,7,1.58,0,89.1,87.02,NA,NA,NA,NA,NA,NA,NA,NA
38,"2018-07-08","Incursion HC","UniqueMap",4.31,2,3,1.98,3,2,12,7,2,2,12,6,40,17.27,17.44,7,2,0,93.4,85,NA,NA,NA,NA,NA,NA,NA,NA
39,"2018-07-09","Incursion HC","UniqueMap",4,2,2.75,2,3,2,11.79,6,2,2,14.94,5.22476,38.95,18.37,15,7,2,0,95.51,80,NA,NA,NA,NA,NA,NA,NA,NA
40,"2018-07-10","Incursion HC","UniqueMap",4,2,2.46,1.98,3,2,12,6,2,2,14,5,38,17.28313,15,7,2,59,95.48,83.13,NA,NA,NA,NA,NA,NA,NA,NA
41,"2018-07-11","Incursion HC","UniqueMap",4,2.27667,2.82,1.98,3,2,12.46,5.79,2,1,14,5,38,18.56,14.95,7,1.61,59.0475,110,81.53,NA,NA,NA,NA,NA,NA,NA,NA
42,"2018-07-12","Incursion HC","UniqueMap",4,2.71659,2.46,1.68915,3,2,13,6,1.89,1,13,6,38,19.57,14.28,7.59,1,59.015,110,84.71,NA,NA,NA,NA,NA,NA,NA,NA
43,"2018-07-13","Incursion HC","UniqueMap",4,2.77,2.73,1.65,2.99815,1.95,13,6.93,1.87,1,12,6,37.41304,18.64,14.24,7.89918,1,59.3,110,83.54947,NA,NA,NA,NA,NA,NA,NA,NA
44,"2018-07-14","Incursion HC","UniqueMap",4,3,2.9,2,3,2,12,6,2,1,11.24,6,35.02,15.99,14.26,8.49,1.35,40,99.6,80.64,NA,NA,NA,NA,NA,NA,NA,NA
45,"2018-07-15","Incursion HC","UniqueMap",4,2.59,2.86387,2,3,2,11.2,6,2,1.71,12.36,6,35.86,15,15,8,1.68,35,124.5,86.03893,NA,NA,NA,NA,NA,NA,NA,NA
46,"2018-07-16","Incursion HC","UniqueMap",4,2.95,3,2,3,2,12.73,6.15,2,1.97,13,6,35,16.28,13.86,7,1.89,35,105.24,86.04,NA,NA,NA,NA,NA,NA,NA,NA
47,"2018-07-17","Incursion HC","UniqueMap",4,3,3,2,2.6,2,13,6.86219,2,1,14.0205,6,34.42,16.86,12.83,6,1.89,35,105.24,77.19,NA,NA,NA,NA,NA,NA,NA,NA
48,"2018-07-18","Incursion HC","UniqueMap",4,3,3,2,3,2,13.51,7,2,1,15,6,35,16,11.83,6,1.81,35,107.29,96.05,NA,NA,NA,NA,NA,NA,NA,NA
49,"2018-07-19","Incursion HC","UniqueMap",4,3,3,2,4,2,13.73538,6.78,2,1,15,6,35,16,11.52,6,1.29,99,107.265,96.05,NA,NA,NA,NA,NA,NA,NA,NA
50,"2018-07-20","Incursion HC","UniqueMap",4,3,3,2,4,2,14.9,6,2,1,15,6,38.4,16,12,7,1.06,99,106.44,94.39,NA,NA,NA,NA,NA,NA,NA,NA
51,"2018-07-21","Incursion HC","UniqueMap",4,3,3,2,4,2,15,6.49,2,2,15,5.98327,39.24,15.32,12,6.89367,1.44,99,105.438,99.36,NA,NA,NA,NA,NA,NA,NA,NA
52,"2018-07-22","Incursion HC","UniqueMap",3.79,2.99,3,2,3.87,2,15.05,6,2,1.67633,10,5,39.05,13.34,12,7.15,1.44,0,105.57,114.2,NA,NA,NA,NA,NA,NA,NA,NA
53,"2018-07-23","Incursion HC","UniqueMap",3.97,2.94,3,2,3.52,2,16.03,6,2,1.75,9.86,5,35.555,12.856,12,7,1.56,0,102.78,141.7,NA,NA,NA,NA,NA,NA,NA,NA
54,"2018-07-24","Incursion HC","UniqueMap",3.69,2.58,2.84,2,3,1.97,19.9,6,2,1.92196,10.29,5,36.78,12.91,12.71,7,1.12,0,101.4,141.24,NA,NA,NA,NA,NA,NA,NA,NA
55,"2018-07-25","Incursion HC","UniqueMap",4,2.58,2.32,2,3,1.96,18.84,6,2,1.92,12.27112,5,37.91,11.41,13.89,7.43,1.50231,0,112.47,139.39833,NA,NA,NA,NA,NA,NA,NA,NA
56,"2018-07-26","Incursion HC","UniqueMap",4,2.61833,2.24,1.96771,3,1.34844,15,6,1.8,1.98,12,5,38.04,11.41,13.7,7,1.90583,0,113,119.31,NA,NA,NA,NA,NA,NA,NA,NA
57,"2018-07-27","Incursion HC","UniqueMap",3,3,2.3,1.76,3,1.06,17,6,1.78,1.98,13.45,5,38.54176,15.94,13.7,7.59,1.84,0,113.35,120.36,NA,NA,NA,NA,NA,NA,NA,NA
58,"2018-07-28","Incursion HC","UniqueMap",3,3,2.14,1.81,3,1,16.14872,6,1.8,2,11.13173,5,36.89,15.3,13.94,7,2,0,113,120.36,NA,NA,NA,NA,NA,NA,NA,NA
59,"2018-07-29","Incursion HC","UniqueMap",3,3,2,2,3.29,2,16.96,5.22,1.9,2,11.13694,5,38.44594,14.5,14.07,7.13,2,0,113,124.26,NA,NA,NA,NA,NA,NA,NA,NA
60,"2018-07-30","Incursion HC","UniqueMap",3,3,2,1.74,4.17,1.62,17,5,1.87,2,10,6,39.44,15.34,19.14,7.13565,2,0,0,105.7,NA,NA,NA,NA,NA,NA,NA,NA
61,"2018-07-31","Incursion HC","UniqueMap",3,3.42,2.58,1.65,4.53,1.5,15,5,1.8,1.8,10,5.01,40,21.6,13.23,7,1.74,0,0,105.94,NA,NA,NA,NA,NA,NA,NA,NA
62,"2018-08-01","Incursion HC","UniqueMap",3,3,3,1.65,4.44,1.22,16.24,5,1.3,1.31,10,5,40,22.11,16.46,8,1.31409,0,0,107.21,NA,NA,NA,NA,NA,NA,NA,NA
63,"2018-08-02","Incursion HC","UniqueMap",3,2.58,3.45,2,4.59,1.22,17.78,5,1,1.04,10.09,6,40,22.11,20.13,5,1.03,0,0,140.12,NA,NA,NA,NA,NA,NA,NA,NA
64,"2018-08-03","Incursion HC","UniqueMap",3,2.48857,2.66,2,4.59,1,15.66,5,1,1,10.03,6,39.74,33,20.13,5,1.10833,0,0,131.49,NA,NA,NA,NA,NA,NA,NA,NA
65,"2018-08-04","Incursion HC","UniqueMap",3,3,2.66,2,5.42,1,15,5,1,1.02,10,6,39.79,34.2,12,6.614,1.23,0,0,131.49,NA,NA,NA,NA,NA,NA,NA,NA
66,"2018-08-05","Incursion HC","UniqueMap",3,2.1,1.42,1.98,5.44,1,15,6.44,1,1.02,10,6,38.6,34.2,12,6.46,1.27,0,0,210.0225,NA,NA,NA,NA,NA,NA,NA,NA
